,year,lgID,tmID,G,W,L,T,OTL,Pts,GF,GA,name,PIM,PPG,PPC,SHA,PKG,PKC,SHF,post_G,post_W,post_L,post_T,post_GF,post_GA,post_PIM,post_PPG,post_PKG,SC_champs
457,1991,NHL,BOS,80,36,32,12.0,0.0,84,270,275,Boston Bruins,1752.0,77.0,406.0,14.0,72.0,363.0,7.0,15.0,8.0,7.0,0.0,40.0,51.0,254.0,11.0,15.0,0.0
458,1991,NHL,BUF,80,31,37,12.0,0.0,74,289,299,Buffalo Sabres,2713.0,105.0,466.0,11.0,91.0,424.0,8.0,7.0,3.0,4.0,0.0,24.0,19.0,80.0,10.0,6.0,0.0
459,1991,NHL,CAL,80,31,37,12.0,0.0,74,296,305,Calgary Flames,2643.0,87.0,414.0,10.0,107.0,489.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,1991,NHL,CHI,80,36,29,15.0,0.0,87,257,236,Chicago Blackhawks,2663.0,81.0,467.0,10.0,76.0,482.0,11.0,18.0,12.0,6.0,0.0,65.0,48.0,340.0,18.0,13.0,0.0
461,1991,NHL,DET,80,43,25,12.0,0.0,98,320,256,Detroit Red Wings,2078.0,72.0,386.0,7.0,78.0,419.0,18.0,11.0,4.0,7.0,0.0,29.0,30.0,206.0,7.0,9.0,0.0
462,1991,NHL,EDM,80,36,34,10.0,0.0,82,295,297,Edmonton Oilers,1907.0,68.0,366.0,15.0,93.0,423.0,12.0,16.0,8.0,8.0,0.0,49.0,54.0,340.0,14.0,17.0,0.0
463,1991,NHL,HAR,80,26,41,13.0,0.0,65,247,283,Hartford Whalers,1793.0,73.0,414.0,11.0,86.0,396.0,10.0,7.0,3.0,4.0,0.0,18.0,21.0,147.0,6.0,8.0,0.0
464,1991,NHL,LAK,80,35,31,14.0,0.0,84,287,296,Los Angeles Kings,2161.0,79.0,411.0,12.0,76.0,417.0,11.0,6.0,2.0,4.0,0.0,18.0,23.0,153.0,6.0,10.0,0.0
465,1991,NHL,MNS,80,32,42,6.0,0.0,70,246,278,Minnesota North Stars,2169.0,76.0,446.0,22.0,77.0,417.0,9.0,7.0,3.0,4.0,0.0,19.0,23.0,156.0,7.0,5.0,0.0
466,1991,NHL,MTL,80,41,28,11.0,0.0,93,267,207,Montreal Canadiens,1556.0,74.0,379.0,5.0,60.0,320.0,4.0,11.0,4.0,7.0,0.0,29.0,32.0,208.0,9.0,10.0,0.0
467,1991,NHL,NJD,80,38,31,11.0,0.0,87,289,259,New Jersey Devils,1611.0,59.0,338.0,10.0,68.0,374.0,15.0,7.0,3.0,4.0,0.0,25.0,28.0,177.0,5.0,9.0,0.0
468,1991,NHL,NYI,80,34,35,11.0,0.0,79,291,299,New York Islanders,1713.0,75.0,339.0,8.0,90.0,383.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469,1991,NHL,NYR,80,50,25,5.0,0.0,105,321,246,New York Rangers,1805.0,81.0,387.0,12.0,60.0,395.0,14.0,13.0,6.0,7.0,0.0,47.0,49.0,277.0,13.0,11.0,0.0
470,1991,NHL,PHI,80,32,37,11.0,0.0,75,252,273,Philadelphia Flyers,1838.0,68.0,411.0,12.0,76.0,392.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
471,1991,NHL,PIT,80,39,32,9.0,0.0,87,343,308,Pittsburgh Penguins,1907.0,92.0,423.0,14.0,77.0,383.0,16.0,21.0,16.0,5.0,0.0,83.0,63.0,339.0,25.0,13.0,1.0
472,1991,NHL,QUE,80,20,48,12.0,0.0,52,255,318,Quebec Nordiques,2044.0,66.0,385.0,14.0,87.0,421.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
473,1991,NHL,SJS,80,17,58,5.0,0.0,39,219,359,San Jose Sharks,1894.0,64.0,374.0,17.0,89.0,407.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474,1991,NHL,STL,80,36,33,11.0,0.0,83,279,266,St. Louis Blues,2041.0,69.0,359.0,12.0,64.0,389.0,16.0,6.0,2.0,4.0,0.0,19.0,23.0,166.0,7.0,9.0,0.0
475,1991,NHL,TOR,80,30,43,7.0,0.0,67,234,294,Toronto Maple Leafs,1734.0,66.0,377.0,5.0,69.0,362.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
476,1991,NHL,VAN,80,42,26,12.0,0.0,96,285,250,Vancouver Canucks,2075.0,85.0,439.0,7.0,76.0,382.0,12.0,13.0,6.0,7.0,0.0,44.0,35.0,243.0,10.0,11.0,0.0
477,1991,NHL,WAS,80,45,27,8.0,0.0,98,330,275,Washington Capitals,1777.0,92.0,412.0,15.0,60.0,368.0,14.0,7.0,3.0,4.0,0.0,27.0,25.0,139.0,7.0,11.0,0.0
478,1991,NHL,WIN,80,33,32,15.0,0.0,81,251,244,Winnipeg Jets,1907.0,91.0,435.0,6.0,68.0,428.0,7.0,7.0,3.0,4.0,0.0,17.0,29.0,167.0,7.0,5.0,0.0
479,1992,NHL,BOS,84,51,26,7.0,0.0,109,332,268,Boston Bruins,1552.0,91.0,435.0,8.0,70.0,413.0,19.0,4.0,0.0,4.0,0.0,12.0,19.0,56.0,4.0,5.0,0.0
480,1992,NHL,BUF,84,38,36,10.0,0.0,86,335,297,Buffalo Sabres,1873.0,95.0,467.0,17.0,72.0,437.0,13.0,8.0,4.0,4.0,0.0,31.0,28.0,116.0,10.0,10.0,0.0
481,1992,NHL,CAL,84,43,30,11.0,0.0,97,322,282,Calgary Flames,1951.0,85.0,447.0,9.0,83.0,492.0,15.0,6.0,2.0,4.0,0.0,28.0,33.0,213.0,9.0,5.0,0.0
482,1992,NHL,CHI,84,47,25,12.0,0.0,106,279,230,Chicago Blackhawks,2394.0,94.0,510.0,10.0,81.0,490.0,14.0,4.0,0.0,4.0,0.0,6.0,13.0,74.0,1.0,7.0,0.0
483,1992,NHL,DET,84,47,28,9.0,0.0,103,369,280,Detroit Red Wings,1832.0,113.0,454.0,10.0,79.0,420.0,18.0,7.0,3.0,4.0,0.0,30.0,24.0,163.0,10.0,4.0,0.0
484,1992,NHL,EDM,84,26,50,8.0,0.0,60,242,337,Edmonton Oilers,2027.0,66.0,416.0,10.0,106.0,464.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485,1992,NHL,HAR,84,26,52,6.0,0.0,58,284,369,Hartford Whalers,2354.0,78.0,444.0,14.0,107.0,493.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
486,1992,NHL,LAK,84,39,35,10.0,0.0,88,338,340,Los Angeles Kings,2247.0,102.0,507.0,16.0,114.0,529.0,16.0,24.0,13.0,11.0,0.0,93.0,91.0,448.0,22.0,26.0,0.0
487,1992,NHL,MNS,84,36,38,10.0,0.0,82,272,293,Minnesota North Stars,1885.0,85.0,445.0,17.0,81.0,455.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488,1992,NHL,MTL,84,48,30,6.0,0.0,102,326,280,Montreal Canadiens,1788.0,79.0,430.0,13.0,77.0,427.0,8.0,20.0,16.0,4.0,0.0,66.0,51.0,277.0,15.0,13.0,1.0
489,1992,NHL,NJD,84,40,37,7.0,0.0,87,308,299,New Jersey Devils,1815.0,77.0,400.0,19.0,79.0,425.0,8.0,5.0,1.0,4.0,0.0,13.0,23.0,99.0,4.0,7.0,0.0
490,1992,NHL,NYI,84,40,37,7.0,0.0,87,335,297,New York Islanders,1701.0,90.0,416.0,8.0,77.0,375.0,12.0,18.0,9.0,9.0,0.0,58.0,65.0,313.0,8.0,15.0,0.0
491,1992,NHL,NYR,84,34,39,11.0,0.0,79,304,308,New York Rangers,1657.0,77.0,420.0,18.0,84.0,446.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
492,1992,NHL,OTT,84,10,70,4.0,0.0,24,202,395,Ottawa Senators,1716.0,66.0,448.0,11.0,115.0,460.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
493,1992,NHL,PHI,84,36,37,11.0,0.0,83,319,319,Philadelphia Flyers,1887.0,72.0,399.0,11.0,95.0,421.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
494,1992,NHL,PIT,84,56,21,7.0,0.0,119,367,268,Pittsburgh Penguins,1776.0,105.0,440.0,19.0,72.0,429.0,20.0,12.0,7.0,5.0,0.0,50.0,37.0,200.0,12.0,9.0,0.0
495,1992,NHL,QUE,84,47,27,10.0,0.0,104,351,300,Quebec Nordiques,1846.0,101.0,464.0,16.0,85.0,438.0,21.0,6.0,2.0,4.0,0.0,16.0,19.0,94.0,4.0,4.0,0.0
496,1992,NHL,SJS,84,11,71,2.0,0.0,24,218,414,San Jose Sharks,2134.0,66.0,409.0,15.0,113.0,483.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
497,1992,NHL,STL,84,37,36,11.0,0.0,85,282,278,St. Louis Blues,1889.0,93.0,425.0,15.0,70.0,429.0,14.0,11.0,7.0,4.0,0.0,24.0,28.0,185.0,10.0,9.0,0.0
498,1992,NHL,TBL,84,23,54,7.0,0.0,53,245,332,Tampa Bay Lightning,1625.0,74.0,424.0,12.0,101.0,395.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
499,1992,NHL,TOR,84,44,29,11.0,0.0,99,288,241,Toronto Maple Leafs,1815.0,98.0,466.0,11.0,69.0,393.0,10.0,21.0,11.0,10.0,0.0,69.0,63.0,413.0,17.0,21.0,0.0
500,1992,NHL,VAN,84,46,29,9.0,0.0,101,346,278,Vancouver Canucks,2326.0,79.0,457.0,11.0,97.0,452.0,18.0,12.0,6.0,6.0,0.0,46.0,43.0,188.0,12.0,12.0,0.0
501,1992,NHL,WAS,84,43,34,7.0,0.0,93,325,286,Washington Capitals,1709.0,97.0,445.0,8.0,74.0,433.0,10.0,6.0,2.0,4.0,0.0,22.0,23.0,134.0,9.0,2.0,0.0
502,1992,NHL,WIN,84,40,37,7.0,0.0,87,322,320,Winnipeg Jets,1851.0,98.0,468.0,14.0,80.0,437.0,3.0,6.0,2.0,4.0,0.0,17.0,21.0,85.0,6.0,4.0,0.0
503,1993,NHL,ANA,84,33,46,5.0,0.0,71,229,251,Mighty Ducks of Anaheim,1507.0,54.0,376.0,13.0,67.0,388.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
504,1993,NHL,BOS,84,42,29,13.0,0.0,97,289,252,Boston Bruins,1442.0,84.0,387.0,9.0,58.0,378.0,17.0,13.0,6.0,7.0,0.0,39.0,42.0,168.0,10.0,11.0,0.0
505,1993,NHL,BUF,84,43,32,9.0,0.0,95,282,218,Buffalo Sabres,1760.0,96.0,424.0,8.0,58.0,380.0,21.0,7.0,3.0,4.0,0.0,14.0,14.0,157.0,4.0,6.0,0.0
506,1993,NHL,CAL,84,42,29,13.0,0.0,97,302,256,Calgary Flames,1847.0,87.0,410.0,9.0,90.0,465.0,16.0,7.0,3.0,4.0,0.0,20.0,23.0,173.0,5.0,6.0,0.0
507,1993,NHL,CHI,84,39,36,9.0,0.0,87,254,240,Chicago Blackhawks,2125.0,67.0,383.0,10.0,71.0,427.0,15.0,6.0,2.0,4.0,0.0,10.0,15.0,121.0,4.0,9.0,0.0
508,1993,NHL,DAL,84,42,29,13.0,0.0,97,286,265,Dallas Stars,1919.0,81.0,440.0,16.0,68.0,428.0,8.0,9.0,5.0,4.0,0.0,27.0,28.0,149.0,10.0,7.0,0.0
509,1993,NHL,DET,84,46,30,8.0,0.0,100,356,275,Detroit Red Wings,1775.0,85.0,408.0,14.0,73.0,383.0,22.0,7.0,3.0,4.0,0.0,27.0,21.0,98.0,5.0,6.0,0.0
510,1993,NHL,EDM,84,25,45,14.0,0.0,64,261,305,Edmonton Oilers,1858.0,74.0,402.0,9.0,78.0,401.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
511,1993,NHL,FLO,84,33,34,17.0,0.0,83,233,233,Florida Panthers,1620.0,65.0,409.0,15.0,69.0,396.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
512,1993,NHL,HAR,84,27,48,9.0,0.0,63,227,288,Hartford Whalers,1809.0,61.0,408.0,9.0,88.0,416.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513,1993,NHL,LAK,84,27,45,12.0,0.0,66,294,322,Los Angeles Kings,2017.0,92.0,444.0,8.0,90.0,462.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
514,1993,NHL,MTL,84,41,29,14.0,0.0,96,283,248,Montreal Canadiens,1524.0,78.0,388.0,10.0,68.0,390.0,8.0,7.0,3.0,4.0,0.0,20.0,22.0,106.0,6.0,7.0,0.0
515,1993,NHL,NJD,84,47,25,12.0,0.0,106,306,220,New Jersey Devils,1734.0,61.0,333.0,8.0,71.0,376.0,10.0,20.0,11.0,9.0,0.0,52.0,49.0,421.0,14.0,11.0,0.0
516,1993,NHL,NYI,84,36,36,12.0,0.0,84,282,264,New York Islanders,1787.0,74.0,369.0,9.0,79.0,417.0,15.0,4.0,0.0,4.0,0.0,3.0,22.0,83.0,1.0,8.0,0.0
517,1993,NHL,NYR,84,52,24,8.0,0.0,112,299,231,New York Rangers,1688.0,96.0,417.0,5.0,67.0,435.0,20.0,23.0,16.0,7.0,0.0,81.0,50.0,379.0,22.0,9.0,1.0
518,1993,NHL,OTT,84,14,61,9.0,0.0,37,201,397,Ottawa Senators,1710.0,63.0,435.0,14.0,110.0,412.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
519,1993,NHL,PHI,84,35,39,10.0,0.0,80,294,314,Philadelphia Flyers,1697.0,80.0,385.0,14.0,80.0,414.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
520,1993,NHL,PIT,84,44,27,13.0,0.0,101,299,285,Pittsburgh Penguins,1624.0,76.0,404.0,11.0,72.0,401.0,6.0,6.0,2.0,4.0,0.0,12.0,20.0,140.0,2.0,3.0,0.0
521,1993,NHL,QUE,84,34,42,8.0,0.0,76,277,292,Quebec Nordiques,1625.0,67.0,430.0,18.0,87.0,426.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
522,1993,NHL,SJS,84,33,35,16.0,0.0,82,252,265,San Jose Sharks,1343.0,68.0,424.0,13.0,77.0,360.0,6.0,14.0,7.0,7.0,0.0,42.0,53.0,224.0,9.0,13.0,0.0
523,1993,NHL,STL,84,40,33,11.0,0.0,91,270,283,St. Louis Blues,1659.0,86.0,420.0,14.0,73.0,388.0,17.0,4.0,0.0,4.0,0.0,10.0,16.0,81.0,3.0,6.0,0.0
524,1993,NHL,TBL,84,30,43,11.0,0.0,71,224,251,Tampa Bay Lightning,1579.0,57.0,388.0,20.0,58.0,335.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
525,1993,NHL,TOR,84,43,29,12.0,0.0,98,280,243,Toronto Maple Leafs,1877.0,88.0,459.0,9.0,74.0,409.0,8.0,18.0,9.0,9.0,0.0,50.0,47.0,375.0,22.0,13.0,0.0
526,1993,NHL,VAN,84,41,40,3.0,0.0,85,279,276,Vancouver Canucks,1923.0,83.0,441.0,11.0,84.0,458.0,14.0,24.0,15.0,9.0,0.0,76.0,61.0,436.0,19.0,20.0,0.0
527,1993,NHL,WAS,84,39,35,10.0,0.0,88,277,263,Washington Capitals,2007.0,70.0,386.0,12.0,74.0,403.0,8.0,11.0,5.0,6.0,0.0,32.0,32.0,256.0,5.0,6.0,0.0
528,1993,NHL,WIN,84,24,51,9.0,0.0,57,245,344,Winnipeg Jets,2143.0,82.0,423.0,17.0,91.0,445.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
529,1994,NHL,ANA,48,16,27,5.0,0.0,37,125,164,Mighty Ducks of Anaheim,731.0,23.0,202.0,8.0,47.0,193.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
530,1994,NHL,BOS,48,27,18,3.0,0.0,57,150,127,Boston Bruins,793.0,46.0,211.0,4.0,24.0,183.0,3.0,5.0,1.0,4.0,0.0,5.0,14.0,47.0,2.0,5.0,0.0
531,1994,NHL,BUF,48,22,19,7.0,0.0,51,130,119,Buffalo Sabres,1022.0,45.0,242.0,7.0,32.0,220.0,13.0,5.0,1.0,4.0,0.0,13.0,18.0,80.0,3.0,3.0,0.0
532,1994,NHL,CAL,48,24,17,7.0,0.0,55,163,135,Calgary Flames,1249.0,39.0,211.0,3.0,37.0,249.0,7.0,7.0,3.0,4.0,0.0,35.0,26.0,111.0,7.0,6.0,0.0
533,1994,NHL,CHI,48,24,19,5.0,0.0,53,156,115,Chicago Blackhawks,1123.0,52.0,212.0,3.0,36.0,228.0,7.0,16.0,9.0,7.0,0.0,45.0,39.0,203.0,9.0,11.0,0.0
534,1994,NHL,DAL,48,17,23,8.0,0.0,42,136,135,Dallas Stars,1117.0,39.0,248.0,7.0,34.0,218.0,4.0,5.0,1.0,4.0,0.0,10.0,17.0,95.0,3.0,9.0,0.0
535,1994,NHL,DET,48,33,11,4.0,0.0,70,180,117,Detroit Red Wings,932.0,52.0,215.0,7.0,28.0,206.0,5.0,18.0,12.0,6.0,0.0,61.0,44.0,264.0,22.0,14.0,0.0
536,1994,NHL,EDM,48,17,27,4.0,0.0,38,136,183,Edmonton Oilers,1183.0,42.0,259.0,8.0,52.0,233.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
537,1994,NHL,FLO,48,20,22,6.0,0.0,46,115,127,Florida Panthers,770.0,29.0,222.0,6.0,32.0,191.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
538,1994,NHL,HAR,48,19,24,5.0,0.0,43,127,141,Hartford Whalers,915.0,30.0,174.0,6.0,37.0,185.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
539,1994,NHL,LAK,48,16,23,9.0,0.0,41,142,174,Los Angeles Kings,978.0,35.0,200.0,8.0,42.0,221.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
540,1994,NHL,MTL,48,18,23,7.0,0.0,43,125,148,Montreal Canadiens,840.0,28.0,172.0,3.0,37.0,191.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
541,1994,NHL,NJD,48,22,18,8.0,0.0,52,136,121,New Jersey Devils,787.0,22.0,164.0,3.0,28.0,149.0,3.0,20.0,16.0,4.0,0.0,67.0,34.0,227.0,18.0,10.0,1.0
542,1994,NHL,NYI,48,15,28,5.0,0.0,35,126,158,New York Islanders,901.0,28.0,178.0,11.0,46.0,213.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
543,1994,NHL,NYR,48,22,23,3.0,0.0,47,139,134,New York Rangers,781.0,40.0,200.0,3.0,34.0,211.0,5.0,10.0,4.0,6.0,0.0,35.0,37.0,138.0,13.0,5.0,0.0
544,1994,NHL,OTT,48,9,34,5.0,0.0,23,117,174,Ottawa Senators,749.0,31.0,215.0,6.0,39.0,199.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
545,1994,NHL,PHI,48,28,16,4.0,0.0,60,150,132,Philadelphia Flyers,741.0,40.0,204.0,9.0,37.0,193.0,2.0,15.0,10.0,5.0,0.0,50.0,43.0,186.0,9.0,15.0,0.0
546,1994,NHL,PIT,48,29,16,3.0,0.0,61,181,158,Pittsburgh Penguins,1036.0,42.0,221.0,4.0,46.0,229.0,8.0,12.0,5.0,7.0,0.0,37.0,43.0,236.0,11.0,10.0,0.0
547,1994,NHL,QUE,48,30,13,5.0,0.0,65,185,134,Quebec Nordiques,770.0,45.0,186.0,3.0,38.0,203.0,9.0,6.0,2.0,4.0,0.0,19.0,25.0,89.0,2.0,7.0,0.0
548,1994,NHL,SJS,48,19,25,4.0,0.0,42,129,161,San Jose Sharks,840.0,24.0,203.0,5.0,39.0,208.0,6.0,11.0,4.0,7.0,0.0,32.0,59.0,135.0,9.0,13.0,0.0
549,1994,NHL,STL,48,28,15,5.0,0.0,61,178,135,St. Louis Blues,1077.0,36.0,220.0,2.0,46.0,233.0,7.0,7.0,3.0,4.0,0.0,27.0,27.0,210.0,6.0,11.0,0.0
550,1994,NHL,TBL,48,17,28,3.0,0.0,37,120,144,Tampa Bay Lightning,1040.0,25.0,177.0,5.0,32.0,205.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
551,1994,NHL,TOR,48,21,19,8.0,0.0,50,135,146,Toronto Maple Leafs,744.0,37.0,218.0,5.0,28.0,185.0,5.0,7.0,3.0,4.0,0.0,20.0,22.0,89.0,7.0,2.0,0.0
552,1994,NHL,VAN,48,18,18,12.0,0.0,48,153,148,Vancouver Canucks,1093.0,47.0,238.0,10.0,39.0,236.0,7.0,11.0,4.0,7.0,0.0,33.0,38.0,272.0,12.0,8.0,0.0
553,1994,NHL,WAS,48,22,18,8.0,0.0,52,136,120,Washington Capitals,1144.0,45.0,226.0,2.0,34.0,220.0,13.0,7.0,3.0,4.0,0.0,26.0,29.0,213.0,6.0,10.0,0.0
554,1994,NHL,WIN,48,16,25,7.0,0.0,39,157,177,Winnipeg Jets,1141.0,42.0,219.0,6.0,40.0,235.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
555,1995,NHL,ANA,82,35,39,8.0,0.0,78,234,247,Mighty Ducks of Anaheim,1707.0,60.0,426.0,5.0,81.0,423.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
556,1995,NHL,BOS,82,40,31,11.0,0.0,91,282,269,Boston Bruins,1039.0,68.0,363.0,7.0,67.0,341.0,13.0,5.0,1.0,4.0,0.0,16.0,22.0,147.0,7.0,5.0,0.0
557,1995,NHL,BUF,82,33,42,7.0,0.0,73,247,262,Buffalo Sabres,2195.0,76.0,477.0,12.0,74.0,461.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
558,1995,NHL,CAL,82,34,37,11.0,0.0,79,241,240,Calgary Flames,1524.0,71.0,386.0,9.0,80.0,402.0,11.0,4.0,0.0,4.0,0.0,7.0,16.0,56.0,0.0,4.0,0.0
559,1995,NHL,CHI,82,40,28,14.0,0.0,94,273,220,Chicago Blackhawks,1880.0,63.0,356.0,7.0,65.0,447.0,13.0,10.0,6.0,4.0,0.0,30.0,28.0,180.0,7.0,5.0,0.0
560,1995,NHL,COL,82,47,25,10.0,0.0,104,326,240,Colorado Avalanche,1536.0,86.0,404.0,22.0,71.0,439.0,21.0,22.0,16.0,6.0,0.0,80.0,51.0,374.0,24.0,17.0,1.0
561,1995,NHL,DAL,82,26,42,14.0,0.0,66,227,280,Dallas Stars,1652.0,67.0,443.0,20.0,82.0,418.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
562,1995,NHL,DET,82,62,13,7.0,0.0,131,325,181,Detroit Red Wings,1551.0,97.0,455.0,9.0,44.0,375.0,17.0,19.0,10.0,9.0,0.0,58.0,46.0,302.0,20.0,13.0,0.0
563,1995,NHL,EDM,82,30,44,8.0,0.0,68,240,304,Edmonton Oilers,1709.0,72.0,452.0,12.0,80.0,417.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
564,1995,NHL,FLO,82,41,31,10.0,0.0,92,254,234,Florida Panthers,1494.0,81.0,468.0,12.0,63.0,370.0,11.0,22.0,12.0,10.0,0.0,61.0,57.0,401.0,14.0,20.0,0.0
565,1995,NHL,HAR,82,34,39,9.0,0.0,77,237,259,Hartford Whalers,1844.0,67.0,372.0,9.0,83.0,429.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
566,1995,NHL,LAK,82,24,40,18.0,0.0,66,256,302,Los Angeles Kings,1460.0,72.0,401.0,18.0,72.0,381.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
567,1995,NHL,MTL,82,40,32,10.0,0.0,90,265,248,Montreal Canadiens,1847.0,77.0,405.0,11.0,68.0,382.0,15.0,6.0,2.0,4.0,0.0,17.0,19.0,72.0,3.0,8.0,0.0
568,1995,NHL,NJD,82,37,33,12.0,0.0,86,215,202,New Jersey Devils,1486.0,55.0,368.0,9.0,49.0,319.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
569,1995,NHL,NYI,82,22,50,10.0,0.0,54,229,315,New York Islanders,1669.0,70.0,372.0,15.0,90.0,414.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
570,1995,NHL,NYR,82,41,27,14.0,0.0,96,272,237,New York Rangers,1849.0,85.0,429.0,11.0,89.0,495.0,6.0,11.0,5.0,6.0,0.0,34.0,38.0,136.0,12.0,8.0,0.0
571,1995,NHL,OTT,82,18,59,5.0,0.0,41,191,291,Ottawa Senators,1553.0,53.0,430.0,14.0,83.0,375.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
572,1995,NHL,PHI,82,45,24,13.0,0.0,103,282,208,Philadelphia Flyers,1785.0,82.0,417.0,7.0,62.0,437.0,12.0,12.0,6.0,6.0,0.0,37.0,28.0,290.0,15.0,7.0,0.0
573,1995,NHL,PIT,82,49,29,4.0,0.0,102,362,284,Pittsburgh Penguins,1623.0,109.0,420.0,12.0,78.0,467.0,18.0,18.0,11.0,7.0,0.0,57.0,52.0,351.0,16.0,14.0,0.0
574,1995,NHL,SJS,82,20,55,7.0,0.0,47,252,357,San Jose Sharks,1480.0,62.0,385.0,20.0,93.0,397.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
575,1995,NHL,STL,82,32,34,16.0,0.0,80,219,248,St. Louis Blues,1823.0,74.0,448.0,8.0,82.0,482.0,11.0,13.0,7.0,6.0,0.0,37.0,37.0,214.0,11.0,15.0,0.0
576,1995,NHL,TBL,82,38,32,12.0,0.0,88,238,248,Tampa Bay Lightning,1628.0,83.0,400.0,13.0,68.0,439.0,6.0,6.0,2.0,4.0,0.0,13.0,26.0,190.0,3.0,10.0,0.0
577,1995,NHL,TOR,82,34,36,12.0,0.0,80,247,252,Toronto Maple Leafs,1742.0,83.0,438.0,9.0,70.0,403.0,11.0,6.0,2.0,4.0,0.0,15.0,21.0,112.0,8.0,5.0,0.0
578,1995,NHL,VAN,82,32,35,15.0,0.0,79,278,278,Vancouver Canucks,1546.0,69.0,411.0,13.0,78.0,418.0,18.0,6.0,2.0,4.0,0.0,17.0,24.0,99.0,7.0,8.0,0.0
579,1995,NHL,WAS,82,39,32,11.0,0.0,89,234,204,Washington Capitals,1553.0,63.0,403.0,7.0,67.0,385.0,12.0,6.0,2.0,4.0,0.0,17.0,21.0,194.0,7.0,7.0,0.0
580,1995,NHL,WIN,82,36,40,6.0,0.0,78,275,291,Winnipeg Jets,1622.0,82.0,417.0,12.0,88.0,430.0,10.0,6.0,2.0,4.0,0.0,10.0,20.0,119.0,0.0,8.0,0.0
